GVKEY,CIQID,,Company Name
113490,IQ27198,,Crown Castle Inc. (NYSE:CCI)
16832,IQ271964,,"Glacier Bancorp, Inc. (NYSE:GBCI)"
28787,IQ271958947,,Performance Food Group Company (NYSE:PFGC)
4678,IQ271659,,FirstMerit Corporation
14667,IQ271545,,Abrdn Asia-Pacific Income Fund Inc (NYSEAM:FAX)
166363,IQ27145848,,"Alliance Holdings GP, L.P."
4674,IQ271409,,Regions Financial Corporation (NYSE:RF)
29101,IQ271375,,"First Financial Bankshares, Inc. (NasdaqGS:FFIN)"
21628,IQ271353957,,USD Partners LP (NYSE:USDP)
23877,IQ27133,,"Coventry Health Care, Inc."
4605,IQ271305,,Federal Realty Investment Trust (NYSE:FRT)
20338,IQ27111,,Primo Water Corporation (TSX:PRMW)
4600,IQ271077,,Federal-Mogul LLC
4640,IQ270961,,Fifth Third Bancorp (NasdaqGS:FITB)
21652,IQ270900571,,CNX Midstream Partners LP
4560,IQ270820,,Family Dollar Stores Inc.
14225,IQ270747,,Fastenal Company (NasdaqGS:FAST)
4517,IQ270586,,"NextEra Energy, Inc. (NYSE:NEE)"
187690,IQ27049995,,"Healthcare Trust of America, Inc."
4462,IQ270395,,NewMarket Corporation (NYSE:NEU)
23027,IQ270377,,"Exponent, Inc. (NasdaqGS:EXPO)"
13453,IQ270361,,Oppenheimer Holdings Inc. (NYSE:OPY)
22155,IQ270357747,,"Floor & Decor Holdings, Inc. (NYSE:FND)"
4460,IQ270315,,Esterline Technologies Corporation
29901,IQ27023,,"Copart, Inc. (NasdaqGS:CPRT)"
4494,IQ270071,,"Expeditors International of Washington, Inc. (NasdaqGS:EXPD)"
23224,IQ269960,,ESCO Technologies Inc. (NYSE:ESE)
4430,IQ269924,,EQT Corporation (NYSE:EQT)
18487,IQ26991845,,"Mandiant, Inc."
7366,IQ269764,,Entergy Corporation (NYSE:ETR)
4439,IQ269706,,Telefonaktiebolaget LM Ericsson (publ) (OM:ERIC B)
16478,IQ269660,,"EOG Resources, Inc. (NYSE:EOG)"
4390,IQ269621,,"Ennis, Inc. (NYSE:EBF)"
12123,IQ26949,,"Big Lots, Inc. (NYSE:BIG)"
2270,IQ269488,,Valaris Limited (NYSE:VAL)
4321,IQ269231,,Emerson Electric Co. (NYSE:EMR)
116787,IQ26911,,"Concur Technologies, Inc."
177884,IQ26906,,Concho Resources Inc.
3362,IQ26893,,"Conagra Brands, Inc. (NYSE:CAG)"
183377,IQ2689126,,"Fortinet, Inc. (NasdaqGS:FTNT)"
13128,IQ268845,,"Ecology & Environment, Inc."
4213,IQ268799,,Ecolab Inc. (NYSE:ECL)
4241,IQ268503,,El Paso Electric Company
4193,IQ268472,,"EastGroup Properties, Inc. (NYSE:EGP)"
174313,IQ26840554,,"LegacyTexas Financial Group, Inc."
4145,IQ268363,,"PerkinElmer, Inc. (NYSE:PKI)"
4201,IQ268316,,Eaton Vance Corp.
4115,IQ268141,,"Dycom Industries, Inc. (NYSE:DY)"
4087,IQ268053,,E. I. du Pont de Nemours and Company
13510,IQ267906,,Duke Realty Corporation
174077,IQ26789,,"Commvault Systems, Inc. (NasdaqGS:CVLT)"
4093,IQ267850,,Duke Energy Corporation (NYSE:DUK)
14700,IQ267819,,DNP Select Income Fund Inc. (NYSE:DNP)
18036,IQ26765,,"CommScope Holding Company, Inc. (NasdaqGS:COMM)"
4108,IQ267555,,Flowserve Corporation (NYSE:FLS)
149618,IQ2674024,,"Banc of California, Inc. (NYSE:BANC)"
11796,IQ267368,,LCI Industries (NYSE:LCII)
21867,IQ267304112,,"MedEquities Realty Trust, Inc."
164211,IQ2672153,,Silicon Motion Technology Corporation (NasdaqGS:SIMO)
4029,IQ267105,,"Dominion Energy, Inc. (NYSE:D)"
4016,IQ266974,,Dollar General Corporation (NYSE:DG)
3969,IQ266907,,Diodes Incorporated (NasdaqGS:DIOD)
3964,IQ266847,,"Dillard's, Inc. (NYSE:DDS)"
21898,IQ266797777,,"Boot Barn Holdings, Inc. (NYSE:BOOT)"
3946,IQ266767,,"Diebold Nixdorf, Incorporated (NYSE:DBD)"
21801,IQ266745628,,VWR Corporation
65026,IQ26674,,"Coinstar Asset Holdings, LLC"
16710,IQ266694,,Digi International Inc. (NasdaqGS:DGII)
3897,IQ266598,,DTE Energy Company (NYSE:DTE)
16188,IQ26658,,Cognex Corporation (NasdaqGS:CGNX)
14934,IQ266510,,Devon Energy Corporation (NYSE:DVN)
3863,IQ266430,,Deluxe Corporation (NYSE:DLX)
3144,IQ26642,,The Coca-Cola Company (NYSE:KO)
20944,IQ266354093,,"Shell Midstream Partners, L.P."
3851,IQ266311,,"Delta Air Lines, Inc. (NYSE:DAL)"
3835,IQ266112,,Deere & Company (NYSE:DE)
13480,IQ266099,,"Ebix, Inc. (NasdaqGS:EBIX)"
14489,IQ266017,,Dell Technologies Inc. (NYSE:DELL)
3806,IQ265858,,Dawson Geophysical Company (NasdaqGS:DWSN)
23071,IQ265777695,,GoDaddy Inc. (NYSE:GDDY)
20420,IQ265752678,,Orion Engineered Carbons S.A. (NYSE:OEC)
3735,IQ265621,,Danaher Corporation (NYSE:DHR)
22387,IQ265511894,,"Tilray Brands, Inc. (NasdaqGS:TLRY)"
13184,IQ265412,,LadRx Corporation (OTCPK:LADX)
3662,IQ265386,,Curtiss-Wright Corporation (NYSE:CW)
3650,IQ265253,,Cummins Inc. (NYSE:CMI)
61676,IQ26524,,"Citrix Systems, Inc."
3643,IQ265176,,"Cullen/Frost Bankers, Inc. (NYSE:CFR)"
3639,IQ265154,,Cubic Corporation
16401,IQ26515,,"Cirrus Logic, Inc. (NasdaqGS:CRUS)"
30170,IQ26510,,Flex Ltd. (NasdaqGS:FLEX)
3570,IQ264897,,"Cracker Barrel Old Country Store, Inc. (NasdaqGS:CBRL)"
64356,IQ26486,,Ciena Corporation (NYSE:CIEN)
3607,IQ264815,,LANXESS Solutions US Inc.
171059,IQ26470411,,"Forum Energy Technologies, Inc. (NYSE:FET)"
124634,IQ26449048,,"Aoxing Pharmaceutical Company, Inc. (OTCPK:AOXG)"
165914,IQ26446,,"Chipotle Mexican Grill, Inc. (NYSE:CMG)"
35602,IQ264413492,,"SmileDirectClub, Inc. (NasdaqGS:SDC)"
13540,IQ26433812,,"Danone US, Inc."
20740,IQ264265118,,"Via Renewables, Inc. (NasdaqGS:VIA)"
20655,IQ264164886,,"NextEra Energy Partners, LP (NYSE:NEP)"
144559,IQ264048,,"Zimmer Biomet Holdings, Inc. (NYSE:ZBH)"
63185,IQ26399,,Check Point Software Technologies Ltd. (NasdaqGS:CHKP)
3505,IQ263765,,Molson Coors Beverage Company (NYSE:TAP)
3502,IQ263686,,Cooper Tire & Rubber Company
3504,IQ263609,,"The Cooper Companies, Inc. (NYSE:COO)"
21227,IQ263559030,,Liberty Broadband Corporation (NasdaqGS:LBRD.K)
24990,IQ263515824,,"Amplify Snack Brands, Inc."
3413,IQ263295,,"Consolidated Edison, Inc. (NYSE:ED)"
13623,IQ263232,,CONMED Corporation (NYSE:CNMD)
136804,IQ26323,,Cepheid
3336,IQ263093,,DXC Technology Company (NYSE:DXC)
3358,IQ262961,,Comtech Telecommunications Corp. (NasdaqGS:CMTL)
3310,IQ262913,,"CA, Inc."
23083,IQ262857074,,"Energizer Holdings, Inc. (NYSE:ENR)"
22653,IQ262788142,,Vista Outdoor Inc. (NYSE:VSTO)
145552,IQ26273,,Centene Corporation (NYSE:CNC)
3278,IQ26268,,"Avis Budget Group, Inc. (NasdaqGS:CAR)"
3246,IQ262639,,Commercial Metals Company (NYSE:CMC)
192255,IQ26259736,,"Acadia Healthcare Company, Inc. (NasdaqGS:ACHC)"
28113,IQ262549448,,CRISPR Therapeutics AG (NasdaqGM:CRSP)
3275,IQ262471,,"Communications Systems, Inc."
112158,IQ26238,,Celestica Inc. (TSX:CLS)
3170,IQ262247,,Colgate-Palmolive Company (NYSE:CL)
3238,IQ262144,,"Commerce Bancshares, Inc. (NasdaqGS:CBSH)"
3153,IQ262033,,"Coeur Mining, Inc. (NYSE:CDE)"
32610,IQ262017696,,Evoqua Water Technologies Corp. (NYSE:AQUA)
20298,IQ261915062,,"Parsley Energy, Inc."
22260,IQ261825,,"HCA Healthcare, Inc. (NYSE:HCA)"
3129,IQ261805,,Coast Distribution System Inc.
65702,IQ26175,,"Casella Waste Systems, Inc. (NasdaqGS:CWST)"
3107,IQ261738,,Cleveland-Cliffs Inc. (NYSE:CLF)
20179,IQ261620021,,GasLog Partners LP (NYSE:GLOP)
3082,IQ261524,,City National Corporation
20539,IQ261461504,,PBF Logistics LP (NYSE:PBFX)
3093,IQ261326,,CLARCOR Inc.
20130,IQ261316081,,Atlantica Sustainable Infrastructure plc (NasdaqGS:AY)
20344,IQ261233469,,Washington Prime Group Inc.
16781,IQ261215,,City Holding Company (NasdaqGS:CHCO)
135484,IQ261171,,"Frontier Communications Parent, Inc. (NasdaqGS:FYBR)"
22114,IQ261156471,,Nemaura Medical Inc. (NasdaqCM:NMRD)
3026,IQ261105,,"Church & Dwight Co., Inc. (NYSE:CHD)"
3024,IQ261037,,The Chubb Corporation
3007,IQ260858,,"Brinker International, Inc. (NYSE:EAT)"
23843,IQ260824267,,Wingstop Inc. (NasdaqGS:WING)
166436,IQ26079217,,Legacy Reserves Inc.
3062,IQ260725,,Cintas Corporation (NasdaqGS:CTAS)
14824,IQ260681,,Cincinnati Financial Corporation (NasdaqGS:CINF)
3028,IQ260619,,Churchill Downs Incorporated (NasdaqGS:CHDN)
2960,IQ260583,,Chemed Corporation (NYSE:CHE)
20004,IQ260426678,,Weibo Corporation (NasdaqGS:WB)
2990,IQ260398,,"Imunon, Inc. (NasdaqCM:IMNN)"
2986,IQ260346,,Chesapeake Utilities Corporation (NYSE:CPK)
19998,IQ260345878,,"Medpace Holdings, Inc. (NasdaqGS:MEDP)"
20686,IQ260334235,,Synchrony Financial (NYSE:SYF)
20550,IQ260285862,,Alcentra Capital Corporation
2884,IQ260149,,"Lumen Technologies, Inc. (NYSE:LUMN)"
19927,IQ260034573,,Moelis & Company (NYSE:MC)
10121,IQ260005529,,Navient Corporation (NasdaqGS:NAVI)
156613,IQ25984,,Callidus Software Inc.
12850,IQ259627,,Cerner Corporation
13421,IQ25941,,"Cadence Design Systems, Inc. (NasdaqGS:CDNS)"
2817,IQ259378,,Caterpillar Inc. (NYSE:CAT)
12485,IQ25933,,"Altice USA, Inc. (NYSE:ATUS)"
264708,IQ25922,,Cabela's L.L.C.
126296,IQ25915843,,"Expedia Group, Inc. (NasdaqGS:EXPE)"
23106,IQ25915841,,"ViewRay, Inc. (NasdaqGM:VRAY)"
2787,IQ258937,,Carpenter Technology Corporation (NYSE:CRS)
13498,IQ258823,,Carnival Corporation & plc (NYSE:CCL)
2771,IQ258791,,Carlisle Companies Incorporated (NYSE:CSL)
13599,IQ258769,,Celgene Corporation
13189,IQ258736,,"Cedar Realty Trust, Inc."
2818,IQ258697,,The Cato Corporation (NYSE:CATO)
13142,IQ258673,,Capstead Mortgage Corporation
2807,IQ258629,,"Casey's General Stores, Inc. (NasdaqGS:CASY)"
2710,IQ258589,,"Constellation Brands, Inc. (NYSE:STZ)"
2697,IQ258532,,CNOOC Petroleum North America ULC
2663,IQ258458,,Campbell Soup Company (NYSE:CPB)
166563,IQ25836053,,"Delek US Holdings, Inc. (NYSE:DK)"
13839,IQ258332,,Cambrex Corporation
20791,IQ258279,,"Blackstone Mortgage Trust, Inc. (NYSE:BXMT)"
120774,IQ25823,,Brocade Communications Systems LLC
184514,IQ25820,,"BroadSoft, Inc."
20548,IQ258181,,Coterra Energy Inc. (NYSE:CTRA)
2942,IQ258133,,Cantel Medical LLC
2577,IQ258010,,CTS Corporation (NYSE:CTS)
2403,IQ25798,,Bristol-Myers Squibb Company (NYSE:BMY)
2574,IQ257948,,CSX Corporation (NasdaqGS:CSX)
65275,IQ25777,,Bright Horizons Family Solutions Inc. (NYSE:BFAM)
3439,IQ257682,,CMS Energy Corporation (NYSE:CMS)
177996,IQ25754038,,"Validus Holdings, Ltd."
13406,IQ257389,,Calgon Carbon Corporation
15444,IQ257151,,CRH plc (LSE:CRH)
28742,IQ25708,,BorgWarner Inc. (NYSE:BWA)
34102,IQ256906841,,"Guardant Health, Inc. (NasdaqGS:GH)"
11930,IQ256872,,"CCA Industries, Inc. (OTCPK:CAWW)"
19800,IQ256691301,,CorePoint Lodging Inc.
13963,IQ256689,,Vector Group Ltd. (NYSE:VGR)
13312,IQ256654,,BHP Group Limited (ASX:BHP)
19770,IQ256558670,,Antero Midstream Partners LP
2393,IQ256523,,Briggs & Stratton Corporation
20693,IQ256487722,,Northstar Asset Management Group Inc.
24996,IQ25622,,"Lineage Cell Therapeutics, Inc. (NYSEAM:LCTX)"
122257,IQ25605,,BioMarin Pharmaceutical Inc. (NasdaqGS:BMRN)
29837,IQ25594,,"BioCryst Pharmaceuticals, Inc. (NasdaqGS:BCRX)"
2259,IQ255902,,Black Hills Corporation (NYSE:BKH)
15143,IQ255825,,"BlackRock Income Trust, Inc. (NYSE:BKT)"
150201,IQ2557643,,Martin Midstream Partners L.P. (NasdaqGS:MMLP)
2220,IQ255743,,"Bio-Rad Laboratories, Inc. (NYSE:BIO)"
2184,IQ255397,,"Best Buy Co., Inc. (NYSE:BBY)"
13431,IQ255323,,Berry Corporation (NasdaqGS:BRY)
2176,IQ255251,,Berkshire Hathaway Inc. (NYSE:BRK.A)
19730,IQ254957567,,Paylocity Holding Corporation (NasdaqGS:PCTY)
12576,IQ254833,,"Bio-Reference Laboratories, Inc."
2101,IQ254679,,"Applied Industrial Technologies, Inc. (NYSE:AIT)"
171067,IQ25460099,,"Palo Alto Networks, Inc. (NasdaqGS:PANW)"
2086,IQ254571,,Baxter International Inc. (NYSE:BAX)
19649,IQ254517933,,Sabre Corporation (NasdaqGS:SABR)
14822,IQ254504,,W. R. Berkley Corporation (NYSE:WRB)
21487,IQ25447,,"B/E Aerospace, Inc."
20116,IQ254225545,,"Paycom Software, Inc. (NYSE:PAYC)"
2049,IQ254193,,Barnes Group Inc. (NYSE:B)
2044,IQ254131,,"C. R. Bard, Inc."
165675,IQ25403751,,Viacom Inc.
28724,IQ25395,,Ballard Power Systems Inc. (TSX:BLDP)
32102,IQ25389842,,Redfin Corporation (NasdaqGS:RDFN)
26494,IQ253891410,,Atlassian Corporation (NasdaqGS:TEAM)
19484,IQ253706543,,Fortress Transportation and Infrastructure Investors LLC (NasdaqGS:FTAI)
20096,IQ253665025,,Canopy Growth Corporation (TSX:WEED)
1968,IQ253478,,"Badger Meter, Inc. (NYSE:BMI)"
2025,IQ253388,,"BRE Properties, Inc."
27925,IQ25334,,"Avid Technology, Inc. (NasdaqGS:AVID)"
14219,IQ253288,,Cadence Bank (NYSE:CADE)
2005,IQ253241,,Bank of Hawaii Corporation (NYSE:BOH)
7316,IQ253239221,,"The Michaels Companies, Inc."
1920,IQ253132,,"Avon Products, Inc."
1979,IQ253076,,Balchem Corporation (NasdaqGS:BCPC)
23809,IQ25307,,"AutoZone, Inc. (NYSE:AZO)"
22460,IQ253038643,,Cronos Group Inc. (TSX:CRON)
1919,IQ253018,,"Avnet, Inc. (NasdaqGS:AVT)"
1913,IQ252978,,Avery Dennison Corporation (NYSE:AVY)
177257,IQ2527714,,Infinera Corporation (NasdaqGS:INFN)
1864,IQ252771,,REX American Resources Corporation (NYSE:REX)
24113,IQ252717,,Panera Bread Company
4383,IQ252684,,Atmos Energy Corporation (NYSE:ATO)
1837,IQ252517,,Southern Company Gas
23767,IQ252431,,Atmel Corporation
174118,IQ2523864,,Volcano Corporation
17811,IQ25234,,ChannelAdvisor Corporation (NYSE:ECOM)
1794,IQ252339,,Ashland Inc. (NYSE:ASH)
1860,IQ252257,,"Atwood Oceanics, Inc."
149268,IQ2522534,,FCX Oil & Gas Inc.
4973,IQ252186,,Arthur J. Gallagher & Co. (NYSE:AJG)
1773,IQ252150,,"Arrow Electronics, Inc. (NYSE:ARW)"
26874,IQ252050056,,"Editas Medicine, Inc. (NasdaqGS:EDIT)"
1823,IQ252033,,Astronics Corporation (NasdaqGS:ATRO)
1820,IQ251995,,"AstroNova, Inc. (NasdaqGM:ALOT)"
12262,IQ251951,,"Astec Industries, Inc. (NasdaqGS:ASTE)"
11842,IQ251884,,Associated Banc-Corp (NYSE:ASB)
21352,IQ251719973,,"Avanos Medical, Inc. (NYSE:AVNS)"
1722,IQ251704,,Archer-Daniels-Midland Company (NYSE:ADM)
166368,IQ25167155,,Compass Diversified (NYSE:CODI)
16668,IQ251652,,Arrow Financial Corporation (NasdaqGS:AROW)
1632,IQ251411,,"Analog Devices, Inc. (NasdaqGS:ADI)"
11923,IQ251349,,Anadarko Petroleum Corporation
1706,IQ251258,,Enerpac Tool Group Corp. (NYSE:EPAC)
1704,IQ251230,,"Applied Materials, Inc. (NasdaqGS:AMAT)"
35808,IQ25116311,,"Virgin Galactic Holdings, Inc. (NYSE:SPCE)"
144640,IQ25109,,"Asbury Automotive Group, Inc. (NYSE:ABG)"
1686,IQ251050,,"Apogee Enterprises, Inc. (NasdaqGS:APOG)"
174490,IQ25090458,,"Windstream Holdings II, LLC"
179437,IQ250885,,"American Water Works Company, Inc. (NYSE:AWK)"
1633,IQ250788,,Analogic Corporation
1554,IQ250710,,"American Science and Engineering, Inc."
1743,IQ25063,,ArcBest Corporation (NasdaqGS:ARCB)
12379,IQ250549,,American Woodmark Corporation (NasdaqGS:AMWD)
30674,IQ25046,,"ARIAD Pharmaceuticals, Inc."
1487,IQ250388,,"American International Group, Inc. (NYSE:AIG)"
138122,IQ25026,,"Arena Pharmaceuticals, Inc."
1449,IQ250178,,Aflac Incorporated (NYSE:AFL)
180711,IQ25016048,,Broadcom Inc. (NasdaqGS:AVGO)
1410,IQ250079,,ABM Industries Incorporated (NYSE:ABM)
2055,IQ249925,,Barrick Gold Corporation (TSX:ABX)
184040,IQ24985251,,"Cobalt International Energy, Inc."
1380,IQ249841,,Hess Corporation (NYSE:HES)
1439,IQ249726,,"US Ecology, Inc."
1356,IQ249603,,Alcoa Inc.
65904,IQ24957,,Applied Micro Circuits Corporation
14182,IQ249560,,AMCOL International Corporation
1690,IQ24937,,Apple Inc. (NasdaqGS:AAPL)
14592,IQ249248,,AllianceBernstein Holding L.P. (NYSE:AB)
15708,IQ249205,,"Allergan, Inc."
22741,IQ249061912,,The Chemours Company (NYSE:CC)
12559,IQ249036,,"Fuel Systems Solutions, Inc."
63080,IQ24893,,"ANSYS, Inc. (NasdaqGS:ANSS)"
21828,IQ24887,,ANN INC.
23220,IQ248869,,Northrop Grumman Innovation Systems LLC
14084,IQ248608,,Albany International Corp. (NYSE:AIN)
20066,IQ248570642,,First Trust New Opportunities MLP & Energy Fund (NYSE:FPL)
1230,IQ248501,,"Alaska Air Group, Inc. (NYSE:ALK)"
1254,IQ248450,,"Matson, Inc. (NYSE:MATX)"
1209,IQ248356,,"Air Products and Chemicals, Inc. (NYSE:APD)"
14282,IQ24827,,Amphenol Corporation (NYSE:APH)
14304,IQ248256,,Akorn Operating Company LLC
144520,IQ24821,,"AMN Healthcare Services, Inc. (NYSE:AMN)"
1602,IQ24816,,Amgen Inc. (NasdaqGS:AMGN)
10137,IQ2481322,,"Sumitomo Mitsui Financial Group, Inc. (TSE:8316)"
1186,IQ248095,,Agnico Eagle Mines Limited (NYSE:AEM)
31673,IQ24809,,AmerisourceBergen Corporation (NYSE:ABC)
164572,IQ24806,,"AMERISAFE, Inc. (NasdaqGS:AMSF)"
145367,IQ24801,,AMERIGROUP Corporation
15598,IQ247906,,Aegon N.V. (ENXTAM:AGN)
12250,IQ247782,,"AMAG Pharmaceuticals, Inc."
176142,IQ24766779,,Eaton Vance Tax-Managed Diversified Equity Income Fund (NYSE:ETY)
105365,IQ24766,,American Tower Corporation (NYSE:AMT)
19518,IQ247593650,,Knowles Corporation (NYSE:KN)
13619,IQ247589,,"Abiomed, Inc. (NasdaqGS:ABMD)"
18842,IQ247574887,,"The Container Store Group, Inc. (NYSE:TCS)"
1078,IQ247483,,Abbott Laboratories (NYSE:ABT)
19935,IQ247475973,,"EnLink Midstream, LLC (NYSE:ENLC)"
24396,IQ24732,,"Tivity Health, Inc."
19175,IQ247261058,,Vince Holding Corp. (NYSE:VNCE)
20235,IQ247252999,,NOW Inc. (NYSE:DNOW)
1076,IQ247226,,"PROG Holdings, Inc. (NYSE:PRG)"
117861,IQ24704,,"American Axle & Manufacturing Holdings, Inc. (NYSE:AXL)"
18774,IQ247026262,,Valero Energy Partners LP
20232,IQ247017859,,"Keysight Technologies, Inc. (NYSE:KEYS)"
25056,IQ24689,,"Warner Media, LLC"
111880,IQ24686,,Amdocs Limited (NasdaqGS:DOX)
14324,IQ24658,,Altera Corp.
27394,IQ246279126,,Park Hotels & Resorts Inc. (NYSE:PK)
122255,IQ24627,,Allscripts Healthcare Solutions Inc.
143974,IQ24604,,"Bread Financial Holdings, Inc. (NYSE:BFH)"
141384,IQ24568,,"Align Technology, Inc. (NasdaqGS:ALGN)"
252940,IQ2456637,,"Mitsubishi UFJ Financial Group, Inc. (TSE:8306)"
196268,IQ24558792,,Yelp Inc. (NYSE:YELP)
136648,IQ245507,,Visteon Corporation (NasdaqGS:VC)
18626,IQ245395381,,Globant S.A. (NYSE:GLOB)
125595,IQ24522,,"Akamai Technologies, Inc. (NasdaqGS:AKAM)"
12950,IQ24504,,"Airgas, Inc."
20949,IQ24494124,,Mobileye N.V.
13789,IQ24494,,Air Methods Corporation
18578,IQ244741443,,"RE/MAX Holdings, Inc. (NYSE:RMAX)"
18573,IQ244718245,,"QTS Realty Trust, Inc."
65886,IQ24445,,"Affiliated Managers Group, Inc. (NYSE:AMG)"
114608,IQ24442,,"Popeyes Louisiana Kitchen, Inc."
18677,IQ244370933,,Pattern Energy Group Inc.
19517,IQ243685856,,"ONE Gas, Inc. (NYSE:OGS)"
20126,IQ24355,,"Advanced Drainage Systems, Inc. (NYSE:WMS)"
28370,IQ243462075,,Playa Hotels & Resorts N.V. (NasdaqGS:PLYA)
149082,IQ2433574,,"Westwood Holdings Group, Inc. (NYSE:WHG)"
145977,IQ24333,,"Advance Auto Parts, Inc. (NYSE:AAP)"
12540,IQ24321,,Adobe Inc. (NasdaqGS:ADBE)
64302,IQ24320,,"Insperity, Inc. (NYSE:NSP)"
2536,IQ24292,,"LiveRamp Holdings, Inc. (NYSE:RAMP)"
34241,IQ242825322,,Twist Bioscience Corporation (NasdaqGS:TWST)
1111,IQ24281,,"Activision, Inc."
18339,IQ242798179,,"Invited USA, Inc."
18321,IQ242630437,,Sisecam Resources LP (NYSE:SIRE)
156617,IQ24246,,"Acorda Therapeutics, Inc. (NasdaqGS:ACOR)"
282189,IQ24225184,,Energy XXI Ltd
19507,IQ242244239,,Outfront Media Inc. (NYSE:OUT)
18675,IQ242224249,,"Burlington Stores, Inc. (NYSE:BURL)"
19084,IQ241785161,,Braemar Hotels & Resorts Inc. (NYSE:BHR)
316056,IQ241782379,,Allegion plc (NYSE:ALLE)
24888,IQ24160,,"Abaxis, Inc."
18293,IQ241463154,,"Clearway Energy, Inc. (NYSE:CWEN.A)"
17639,IQ241397401,,American Homes 4 Rent (NYSE:AMH)
18323,IQ240977383,,Oaktree Specialty Lending Corporation (NasdaqGM:OCSI)
122519,IQ24085,,"1-800-FLOWERS.COM, Inc. (NasdaqGS:FLWS)"
18184,IQ240824094,,National General Holdings Corp.
165652,IQ24080914,,"Western Refining, Inc."
18071,IQ240753181,,"Rexford Industrial Realty, Inc. (NYSE:REXR)"
66354,IQ24043,,W. P. Carey Inc. (NYSE:WPC)
6418,IQ24019399,,"KeyCorp., prior to being acquired by Society Corporation"
165466,IQ23939254,,"DCP Midstream, LP (NYSE:DCP)"
145041,IQ2388578,,Big 5 Sporting Goods Corporation (NasdaqGS:BGFV)
186428,IQ2387628,,"TIAA FSB Holdings, Inc."
10920,IQ238570,,"United Parcel Service, Inc. (NYSE:UPS)"
186336,IQ23838378,,"C&J Energy Services, Inc."
22632,IQ2381717,,"Lannett Company, Inc. (NYSE:LCI)"
15044,IQ23815047,,"Workday, Inc. (NasdaqGS:WDAY)"
165649,IQ23812789,,Energy Transfer LP (NYSE:ET)
287462,IQ23769985,,FutureFuel Corp. (NYSE:FF)
18004,IQ237656125,,"Century Communities, Inc. (NYSE:CCS)"
15706,IQ23515,,The Toronto-Dominion Bank (TSX:TD)
18005,IQ23501136,,Chambers Street Properties
164652,IQ23500974,,Brookdale Senior Living Inc. (NYSE:BKD)
17606,IQ234138991,,"Cohen & Steers MLP Income and Energy Opportunity Fund, Inc."
184551,IQ23374622,,"MaxLinear, Inc. (NasdaqGS:MXL)"
17933,IQ233582617,,Phillips 66 Partners LP
33913,IQ233445314,,Endava plc (NYSE:DAVA)
17628,IQ233427056,,Emerge Energy Services LP
189459,IQ23333,,The Carlyle Group Inc. (NasdaqGS:CG)
20088,IQ23245928,,"Box, Inc. (NYSE:BOX)"
12138,IQ23217,,"T. Rowe Price Group, Inc. (NasdaqGS:TROW)"
18086,IQ232036063,,Mallinckrodt plc (NYSEAM:MNK)
164534,IQ23181614,,Atlas Corp. (NYSE:ATCO)
18638,IQ231777463,,"Neurotrope, Inc."
18683,IQ231691952,,Science Applications International Corporation (NYSE:SAIC)
17699,IQ231688165,,"CST Brands, Inc."
119316,IQ231534,,"Trex Company, Inc. (NYSE:TREX)"
148950,IQ2312985,,"EnPro Industries, Inc. (NYSE:NPO)"
165691,IQ23053355,,Castle Brands Inc.
272961,IQ23046303,,Micro Focus International plc (LSE:MCRO)
9818,IQ23021,,Sony Group Corporation (TSE:6758)
165264,IQ22986276,,"Fidelity National Financial, Inc. (NYSE:FNF)"
171007,IQ22967487,,"ServiceNow, Inc. (NYSE:NOW)"
164408,IQ22920207,,"Boulder Brands, Inc."
22672,IQ228987805,,Shake Shack Inc. (NYSE:SHAK)
18242,IQ228911716,,ClearBridge American Energy MLP Fund Inc.
166061,IQ22883846,,"Rosetta Resources, Inc."
65590,IQ228755,,"Stoneridge, Inc. (NYSE:SRI)"
17769,IQ228614356,,"Hannon Armstrong Sustainable Infrastructure Capital, Inc. (NYSE:HASI)"
14032,IQ22854514,,"LifeLock, Inc."
15212,IQ22848913,,CrossAmerica Partners LP (NYSE:CAPL)
15420,IQ22816801,,"Ambarella, Inc. (NasdaqGS:AMBA)"
185375,IQ228070761,,"EVERTEC, Inc. (NYSE:EVTC)"
148349,IQ22800180,,TransDigm Group Incorporated (NYSE:TDG)
24501,IQ22790600,,"Rapid7, Inc. (NasdaqGM:RPD)"
24925,IQ22751,,"Roper Technologies, Inc. (NYSE:ROP)"
164296,IQ22666093,,"Warner Bros. Discovery, Inc. (NasdaqGS:WBD)"
8898,IQ22623,,"Raymond James Financial, Inc. (NYSE:RJF)"
19171,IQ226200263,,"RSP Permian, Inc."
19605,IQ22613,,Rand Capital Corporation (NasdaqCM:RAND)
110566,IQ226057,,Innospec Inc. (NasdaqGS:IOSP)
160997,IQ22594191,,"NanoViricides, Inc. (NYSEAM:NNVC)"
17878,IQ225838735,,Rithm Capital Corp. (NYSE:RITM)
33175,IQ225595077,,Spotify Technology S.A. (NYSE:SPOT)
23818,IQ225523981,,"Evolent Health, Inc. (NYSE:EVH)"
24249,IQ22548461,,"Teladoc Health, Inc. (NYSE:TDOC)"
273726,IQ22532593,,Seadrill Limited (OB:SDRL)
16653,IQ224946128,,Taylor Morrison Home Corporation (NYSE:TMHC)
32855,IQ224812364,,Avaya Holdings Corp. (NYSE:AVYA)
187490,IQ2247879,,"Imperva, Inc."
17609,IQ224401677,,Neuberger Berman MLP and Energy Income Fund Inc. (NYSEAM:NML)
