transaction_date,owner,ticker,type,senator,amount
2021-01-06,Joint,AA,Purchase,Thomas H Tuberville,15001
2021-01-06,Joint,AA,Purchase,Thomas H Tuberville,15001
2021-01-04,Joint,WY,Sale (Full),Thomas H Tuberville,50001
2021-01-04,Joint,ONEQ,Sale (Full),Thomas H Tuberville,100001
2021-01-04,Joint,DG,Sale (Full),Thomas H Tuberville,50001
2021-02-16,Joint,OXY,Purchase,Thomas H Tuberville,15001
2021-02-10,Joint,ECOM,Purchase,Thomas H Tuberville,1001
2021-02-10,Joint,ECOM,Purchase,Thomas H Tuberville,15001
2021-02-10,Joint,ECOM,Purchase,Thomas H Tuberville,15001
2021-02-03,Joint,BRK-B,Purchase,Thomas H Tuberville,50001
2021-03-29,Joint,WST,Purchase,Thomas H Tuberville,1001
2021-03-29,Joint,WAL,Purchase,Thomas H Tuberville,1001
2021-03-29,Joint,WAT,Purchase,Thomas H Tuberville,1001
2021-03-29,Joint,VMW,Purchase,Thomas H Tuberville,1001
2021-03-29,Joint,MMM,Purchase,Thomas H Tuberville,1001
2021-03-29,Joint,TER,Purchase,Thomas H Tuberville,1001
2021-03-29,Joint,SNA,Purchase,Thomas H Tuberville,1001
2021-03-29,Joint,SIVB,Purchase,Thomas H Tuberville,1001
2021-03-29,Joint,SWKS,Purchase,Thomas H Tuberville,1001
2021-03-29,Joint,SEIC,Purchase,Thomas H Tuberville,1001
2021-03-29,Joint,ROK,Purchase,Thomas H Tuberville,1001
2021-03-29,Joint,REGN,Purchase,Thomas H Tuberville,1001
2021-03-29,Joint,DGX,Purchase,Thomas H Tuberville,1001
2021-03-29,Joint,QCOM,Purchase,Thomas H Tuberville,1001
2021-03-29,Joint,PYPL,Purchase,Thomas H Tuberville,1001
2021-03-29,Joint,ODFL,Purchase,Thomas H Tuberville,1001
2021-03-29,Joint,NDSN,Sale (Full),Thomas H Tuberville,1001
2021-03-29,Joint,NTES,Sale (Full),Thomas H Tuberville,1001
2021-03-29,Joint,MRK,Sale (Full),Thomas H Tuberville,1001
2021-03-29,Joint,JNJ,Sale (Full),Thomas H Tuberville,1001
2021-03-29,Joint,INTU,Sale (Full),Thomas H Tuberville,1001
2021-03-29,Joint,IDXX,Purchase,Thomas H Tuberville,1001
2021-03-29,Joint,IEX,Purchase,Thomas H Tuberville,1001
2021-03-29,Joint,IEX,Purchase,Thomas H Tuberville,1001
2021-03-29,Joint,HON,Sale (Full),Thomas H Tuberville,1001
2021-03-29,Joint,HSY,Purchase,Thomas H Tuberville,1001
2021-03-29,Joint,GGG,Purchase,Thomas H Tuberville,1001
2021-03-29,Joint,GNTX,Purchase,Thomas H Tuberville,1001
2021-03-29,Joint,FTNT,Sale (Full),Thomas H Tuberville,1001
2021-03-29,Joint,EA,Sale (Full),Thomas H Tuberville,1001
2021-03-29,Joint,EBAY,Sale (Full),Thomas H Tuberville,1001
2021-03-29,Joint,EW,Purchase,Thomas H Tuberville,1001
2021-03-29,Joint,DECK,Purchase,Thomas H Tuberville,1001
2021-03-29,Joint,CNR,Purchase,Thomas H Tuberville,1001
2021-03-29,Joint,CL,Sale (Full),Thomas H Tuberville,1001
2021-03-29,Joint,CLX,Purchase,Thomas H Tuberville,1001
2021-03-29,Joint,CHE,Purchase,Thomas H Tuberville,1001
2021-03-29,Joint,CE,Purchase,Thomas H Tuberville,1001
2021-03-29,Joint,BIO,Purchase,Thomas H Tuberville,1001
2021-03-29,Joint,BHP,Purchase,Thomas H Tuberville,1001
2021-03-29,Joint,ATHM,Purchase,Thomas H Tuberville,1001
2021-03-29,Joint,AME,Purchase,Thomas H Tuberville,1001
2021-03-29,Joint,GOOGL,Purchase,Thomas H Tuberville,1001
2021-03-16,Joint,AA,Purchase,Thomas H Tuberville,1001
2021-03-16,Joint,AA,Purchase,Thomas H Tuberville,100001
2021-03-12,Joint,CLF,Purchase,Thomas H Tuberville,15001
2021-04-19,Joint,CLF,Purchase,Thomas H Tuberville,50001
2021-04-19,Joint,AA,Sale (Full),Thomas H Tuberville,50001
2021-04-16,Joint,ECOM,Purchase,Thomas H Tuberville,15001
2021-04-14,Joint,FCX,Sale (Full),Thomas H Tuberville,15001
2021-04-07,Joint,OXY,Purchase,Thomas H Tuberville,50001
2021-05-24,Joint,FCX,Sale (Full),Thomas H Tuberville,1001
2021-05-18,Joint,FDSWX,Sale (Full),Thomas H Tuberville,1001
2021-05-10,Joint,FCX,Sale (Full),Thomas H Tuberville,1001
2021-05-06,Joint,X,Purchase,Thomas H Tuberville,100001
2021-06-24,Spouse,USB,Purchase,Shelley M Capito,1001
2021-06-23,Spouse,JPM,Purchase,Shelley M Capito,1001
2021-06-23,Spouse,AAPL,Purchase,Shelley M Capito,1001
2021-06-28,Self,OGN,Sale (Full),John W Hickenlooper,1001
2021-06-02,Self,MRK,Exchange,John W Hickenlooper,1001
2021-06-03,Spouse,NOK,Purchase,John W Hickenlooper,1001
2021-06-08,Self,BA,Purchase,"William F Hagerty, Iv",1001
2021-05-10,Spouse,WFC,Sale (Partial),Shelley M Capito,1001
2021-05-25,Spouse,T,Sale (Full),Shelley M Capito,1001
2021-05-17,Self,FL4.SG,Exchange,"William F Hagerty, Iv",15001
2021-06-03,Spouse,WFC,Purchase,"A. Mitchell Mcconnell, Jr.",1001
2021-05-19,Spouse,CMG,Sale (Partial),John W Hickenlooper,100001
2021-05-10,Spouse,QRTEA,Sale (Full),John W Hickenlooper,100001
2021-05-10,Spouse,TTD,Purchase,John W Hickenlooper,15001
2021-05-04,Spouse,PTON,Purchase,John W Hickenlooper,1001
2021-04-26,Spouse,WFC,Sale (Partial),Shelley M Capito,1001
2020-04-01,Joint,VZ,Exchange,"Jerry Moran,",1001
2021-04-22,Self,IWM,Sale (Full),John Boozman,1001
2021-04-20,Self,NTRA,Sale (Partial),"William F Hagerty, Iv",1001
2021-04-13,Spouse,NUAN,Sale (Full),Thomas R Carper,1001
2021-04-13,Spouse,GAN,Sale (Full),Thomas R Carper,1001
2021-04-13,Spouse,TRIT,Purchase,Thomas R Carper,1001
2021-04-05,Spouse,CWEN,Purchase,Thomas R Carper,1001
2021-04-16,Spouse,AMAT,Sale (Full),Ron L Wyden,50001
2021-04-16,Spouse,KLAC,Sale (Full),Ron L Wyden,50001
2021-04-01,Spouse,MTCH,Purchase,Ron L Wyden,15001
2021-04-15,Self,VPU,Purchase,Gary C Peters,1001
2021-04-05,Joint,VZ,Sale (Full),Ladda Tammy Duckworth,15001
2021-04-05,Joint,ITW,Sale (Partial),Ladda Tammy Duckworth,1001
2021-04-05,Joint,DIS,Sale (Full),Ladda Tammy Duckworth,1001
2021-03-05,Joint,RPM,Sale (Partial),Daniel S Sullivan,15001
2021-03-03,Spouse,UBSI,Purchase,Shelley M Capito,100001
2021-03-09,Spouse,USB,Purchase,Shelley M Capito,1001
2021-03-09,Spouse,JPM,Purchase,Shelley M Capito,1001
2021-03-09,Spouse,BLK,Purchase,Shelley M Capito,1001
2021-03-24,Spouse,WFC,Purchase,Shelley M Capito,15001
2021-03-25,Spouse,C,Sale (Partial),Shelley M Capito,1001
2021-04-06,Spouse,AMAT,Sale (Partial),Ron L Wyden,100001
2021-04-06,Spouse,KLAC,Sale (Partial),Ron L Wyden,100001
2021-04-06,Spouse,STZ,Sale (Full),Ron L Wyden,100001
2021-04-06,Spouse,AVGO,Sale (Full),Ron L Wyden,100001
2021-04-06,Spouse,INTC,Sale (Full),Ron L Wyden,15001
2021-04-06,Child,KLAC,Sale (Full),Ron L Wyden,1001
2021-04-06,Child,KLAC,Sale (Full),Ron L Wyden,1001
2021-04-06,Child,KLAC,Sale (Full),Ron L Wyden,1001
2021-03-26,Self,QRTEP,Purchase,"William F Hagerty, Iv",15001
2021-02-12,Spouse,CARG,Purchase,John W Hickenlooper,1001
2021-02-18,Spouse,DGNR,Purchase,John W Hickenlooper,1001
2021-02-26,Spouse,STX,Purchase,Ron L Wyden,1001
2021-02-26,Spouse,AMAT,Purchase,Ron L Wyden,1001
2021-02-26,Spouse,KLAC,Purchase,Ron L Wyden,1001
2021-03-03,Spouse,WFC,Purchase,"A. Mitchell Mcconnell, Jr.",1001
2021-02-09,Child,PENN,Purchase,Patrick J Toomey,1001
2021-02-05,Spouse,DD,Exchange,Thomas R Carper,1001
2021-02-16,Spouse,INTC,Purchase,Thomas R Carper,1001
2021-02-16,Self,CTAA,Sale (Full),"William F Hagerty, Iv",15001
2021-01-08,Self,LMND,Sale (Partial),"William F Hagerty, Iv",1001
2021-01-08,Self,VRM,Purchase,"William F Hagerty, Iv",1001
2021-01-22,Spouse,LMACU,Purchase,John W Hickenlooper,50001
2021-01-20,Child,AAPL,Purchase,Ron L Wyden,1001
2021-01-20,Child,AAPL,Purchase,Ron L Wyden,1001
2021-01-20,Child,AAPL,Purchase,Ron L Wyden,1001
2021-01-27,Child,AAPL,Purchase,Ron L Wyden,1001
2021-01-27,Child,DIS,Purchase,Ron L Wyden,1001
2021-01-27,Child,KLAC,Purchase,Ron L Wyden,1001
2021-01-27,Child,AAPL,Purchase,Ron L Wyden,1001
2021-01-27,Child,DIS,Purchase,Ron L Wyden,1001
2021-01-27,Child,KLAC,Purchase,Ron L Wyden,1001
2021-01-27,Child,AAPL,Purchase,Ron L Wyden,1001
2021-01-27,Child,DIS,Purchase,Ron L Wyden,1001
2021-01-27,Child,KLAC,Purchase,Ron L Wyden,1001
2021-01-27,Spouse,COST,Sale (Full),"Jerry Moran,",1001
2021-01-27,Self,COST,Sale (Full),"Jerry Moran,",1001
2021-01-28,Child,GME,Sale (Full),Patrick J Toomey,1001
2021-01-27,Child,SHOP,Sale (Full),Patrick J Toomey,1001
2021-01-27,Child,GME,Purchase,Patrick J Toomey,1001
2021-01-27,Child,TSLA,Sale (Full),Patrick J Toomey,1001
2021-01-15,Self,STAG,Purchase,Gary C Peters,1001
2021-01-15,Self,AEP,Purchase,Gary C Peters,1001
2021-01-27,Spouse,DD,Sale (Partial),Thomas R Carper,15001
2021-01-26,Spouse,PBA,Sale (Full),Thomas R Carper,1001
2021-01-26,Spouse,AQN,Purchase,Thomas R Carper,1001
2021-01-25,Spouse,VIAV,Sale (Full),Thomas R Carper,1001
2021-01-25,Spouse,EVOP,Sale (Full),Thomas R Carper,1001
2021-01-11,Spouse,FEYE,Sale (Full),Thomas R Carper,1001
2021-01-11,Spouse,DDOG,Sale (Full),Thomas R Carper,1001
2021-01-11,Spouse,CAG,Sale (Full),Thomas R Carper,1001
2021-01-08,Spouse,AJRD,Sale (Full),Thomas R Carper,1001
2021-01-05,Self,CRSP,Sale (Partial),James M Inhofe,1001
2020-12-31,Spouse,UNH,Purchase,Shelley M Capito,1001
2020-12-31,Spouse,PSX,Purchase,Shelley M Capito,1001
2020-12-31,Spouse,AMT,Purchase,Shelley M Capito,1001
2020-12-31,Spouse,SYY,Sale (Full),Shelley M Capito,1001
2020-12-31,Spouse,PII,Sale (Full),Shelley M Capito,1001
2020-12-31,Spouse,OTIS,Sale (Full),Shelley M Capito,1001
2020-12-31,Spouse,XOM,Sale (Full),Shelley M Capito,1001
2020-12-31,Spouse,CLX,Sale (Partial),Shelley M Capito,1001
2020-12-31,Self,CARR,Sale (Full),Shelley M Capito,1001
2020-12-15,Spouse,WFC,Sale (Full),Shelley M Capito,15001
2020-12-16,Spouse,DNKN,Sale (Full),Susan M Collins,50001
2020-12-30,Spouse,TSLA,Purchase,Thomas R Carper,1001
2020-12-30,Spouse,PBA,Sale (Full),Thomas R Carper,1001
2020-12-30,Spouse,DD,Sale (Partial),Thomas R Carper,1001
2020-12-30,Spouse,DOW,Sale (Partial),Thomas R Carper,1001
2020-12-30,Spouse,VTRS,Sale (Full),Thomas R Carper,1001
2020-12-30,Spouse,NTAP,Purchase,Thomas R Carper,1001
2020-12-30,Spouse,BMY,Purchase,Thomas R Carper,1001
2020-12-14,Self,AEP,Purchase,Gary C Peters,1001
2020-12-22,Spouse,BA,Purchase,Pat Roberts,15001
2020-12-22,Spouse,PLUG,Purchase,Pat Roberts,1001
2020-12-22,Spouse,SQ,Purchase,Pat Roberts,15001
2020-12-21,Spouse,BA,Purchase,Pat Roberts,15001
2020-12-21,Spouse,NVDA,Purchase,Pat Roberts,50001
2020-12-21,Spouse,EXPI,Purchase,Pat Roberts,1001
2020-12-21,Spouse,ETY,Sale (Partial),Pat Roberts,100001
2020-12-21,Spouse,W,Sale (Full),Pat Roberts,50001
2020-12-21,Spouse,TSLA,Sale (Full),Pat Roberts,1001
2020-12-11,Spouse,TSLA,Purchase,Pat Roberts,1001
2020-12-07,Spouse,BA,Purchase,Pat Roberts,15001
2020-12-07,Spouse,TSLA,Purchase,Pat Roberts,1001
2020-12-04,Spouse,BA,Sale (Full),Pat Roberts,15001
2020-12-22,Spouse,COST,Purchase,Pat Roberts,15001
2020-12-22,Spouse,AAPL,Purchase,Pat Roberts,15001
2020-12-16,Spouse,AAPL,Sale (Partial),Pat Roberts,100001
2020-12-02,Spouse,ZM,Purchase,Pat Roberts,15001
2020-12-15,Self,AIV,Exchange,Patrick J Toomey,15001
2020-12-08,Self,NTRP,Exchange,Patrick J Toomey,1001
2020-12-02,Self,NTRP,Exchange,Patrick J Toomey,1001
2020-11-30,Self,AIV,Purchase,Patrick J Toomey,1001
2020-12-22,Self,CRSP,Sale (Partial),James M Inhofe,50001
2020-12-15,Self,BLK,Sale (Partial),James M Inhofe,50001
2020-11-17,Joint,PFE,Exchange,Jacklyn S Rosen,1001
2020-11-05,Spouse,WMT,Sale (Full),William Cassidy,1001
2020-11-05,Spouse,UPS,Sale (Full),William Cassidy,1001
2020-11-05,Spouse,SBUX,Sale (Full),William Cassidy,1001
2020-11-05,Spouse,PLD,Sale (Full),William Cassidy,1001
2020-11-05,Spouse,PG,Sale (Full),William Cassidy,1001
2020-11-05,Spouse,JPM,Sale (Full),William Cassidy,1001
2020-11-05,Spouse,MSFT,Sale (Full),William Cassidy,1001
2020-11-05,Spouse,MDT,Sale (Full),William Cassidy,1001
2020-11-05,Spouse,LOW,Sale (Full),William Cassidy,1001
2020-11-05,Spouse,IBM,Sale (Full),William Cassidy,1001
2020-11-05,Spouse,DOW,Sale (Full),William Cassidy,1001
2020-11-05,Spouse,DIS,Sale (Full),William Cassidy,1001
2020-11-05,Spouse,CMCSA,Sale (Full),William Cassidy,1001
2020-11-05,Spouse,CSCO,Sale (Full),William Cassidy,1001
2020-11-05,Spouse,CVS,Sale (Full),William Cassidy,1001
2020-11-05,Spouse,BLK,Sale (Full),William Cassidy,1001
2020-11-05,Spouse,AAPL,Sale (Full),William Cassidy,1001
2020-11-05,Spouse,AMGN,Sale (Full),William Cassidy,1001
2020-12-03,Spouse,WFC,Purchase,"A. Mitchell Mcconnell, Jr.",1001
2020-11-10,Spouse,BYND,Sale (Full),Ron L Wyden,50001
2020-11-16,Spouse,BA,Purchase,Pat Roberts,15001
2020-11-16,Spouse,V,Purchase,Pat Roberts,15001
2020-11-24,Spouse,COST,Purchase,Pat Roberts,15001
2020-11-04,Spouse,COST,Sale (Full),Pat Roberts,15001
2020-11-09,Spouse,BA,Sale (Full),Pat Roberts,15001
2020-11-04,Spouse,NVDA,Sale (Full),Pat Roberts,15001
2020-11-17,Joint,W,Purchase,Pat Roberts,15001
2020-11-16,Spouse,DAL,Purchase,Pat Roberts,1001
2020-11-10,Spouse,DIS,Purchase,Pat Roberts,1001
2020-11-20,Spouse,V,Purchase,Thomas R Carper,1001
2020-11-20,Spouse,QCOM,Purchase,Thomas R Carper,1001
2020-11-20,Spouse,SNPS,Purchase,Thomas R Carper,1001
2020-11-20,Spouse,GOLD,Purchase,Thomas R Carper,1001
2020-11-20,Spouse,OHI,Sale (Full),Thomas R Carper,1001
2020-11-20,Spouse,WIW,Purchase,Thomas R Carper,1001
2020-11-20,Spouse,ERIC,Purchase,Thomas R Carper,1001
2020-11-20,Spouse,ARE,Purchase,Thomas R Carper,1001
2020-11-20,Spouse,LGI,Purchase,Thomas R Carper,1001
2020-11-20,Spouse,MRVL,Purchase,Thomas R Carper,1001
2020-11-20,Spouse,BRKR,Purchase,Thomas R Carper,1001
2020-11-20,Spouse,MANT,Purchase,Thomas R Carper,1001
2020-11-20,Spouse,ACIW,Purchase,Thomas R Carper,1001
2020-11-20,Spouse,SWKS,Purchase,Thomas R Carper,1001
2020-11-20,Spouse,NUAN,Purchase,Thomas R Carper,1001
2020-11-20,Spouse,AJRD,Purchase,Thomas R Carper,1001
2020-11-20,Spouse,CONE,Purchase,Thomas R Carper,1001
2020-11-20,Spouse,CEF,Purchase,Thomas R Carper,1001
2020-11-20,Spouse,WW,Sale (Full),Thomas R Carper,1001
2020-11-20,Spouse,GMAB,Purchase,Thomas R Carper,1001
2020-11-20,Spouse,BAH,Purchase,Thomas R Carper,1001
2020-11-20,Spouse,LDP,Purchase,Thomas R Carper,1001
2020-11-20,Spouse,ABBV,Purchase,Thomas R Carper,1001
2020-11-20,Spouse,HBI,Sale (Full),Thomas R Carper,1001
2020-11-20,Spouse,ATVI,Purchase,Thomas R Carper,1001
2020-11-20,Spouse,FTNT,Purchase,Thomas R Carper,1001
2020-11-20,Spouse,NTLA,Purchase,Thomas R Carper,1001
2020-11-20,Spouse,MAXR,Purchase,Thomas R Carper,1001
2020-11-20,Spouse,ARNA,Purchase,Thomas R Carper,1001
2020-11-20,Spouse,KEYS,Purchase,Thomas R Carper,1001
2020-11-20,Spouse,PAGS,Purchase,Thomas R Carper,1001
2020-11-20,Spouse,CTVA,Sale (Partial),Thomas R Carper,1001
2020-11-20,Spouse,VIAV,Purchase,Thomas R Carper,1001
2020-11-20,Spouse,SI,Purchase,Thomas R Carper,1001
2020-11-20,Spouse,CRWD,Purchase,Thomas R Carper,1001
2020-11-20,Spouse,DD,Sale (Partial),Thomas R Carper,1001
2020-11-20,Spouse,DOW,Sale (Partial),Thomas R Carper,1001
2020-11-20,Spouse,DDOG,Purchase,Thomas R Carper,1001
2020-11-20,Spouse,EVOP,Purchase,Thomas R Carper,1001
2020-11-20,Spouse,AAPL,Sale (Partial),Thomas R Carper,50001
2020-11-20,Spouse,GLW,Purchase,Thomas R Carper,1001
2020-11-20,Spouse,HAL,Sale (Full),Thomas R Carper,1001
2020-11-20,Spouse,PAAS,Purchase,Thomas R Carper,1001
2020-11-20,Spouse,TMO,Purchase,Thomas R Carper,1001
2020-11-16,Spouse,RIO,Purchase,Thomas R Carper,1001
2020-10-09,Self,FTV,Exchange,Sheldon Whitehouse,1001
2020-10-16,Child,NVDA,Purchase,Ron L Wyden,1001
2020-10-16,Child,WDAY,Purchase,Ron L Wyden,1001
2020-10-16,Child,NVDA,Purchase,Ron L Wyden,1001
2020-10-16,Child,WDAY,Purchase,Ron L Wyden,1001
2020-10-16,Child,NVDA,Purchase,Ron L Wyden,1001
2020-10-16,Child,WDAY,Purchase,Ron L Wyden,1001
2020-10-13,Spouse,BBY,Sale (Full),Pat Roberts,1001
2020-10-13,Spouse,NVAX,Sale (Full),Pat Roberts,1001
2020-09-09,Joint,CB,Sale (Full),Sheldon Whitehouse,15001
2020-09-30,Joint,TT,Sale (Full),Sheldon Whitehouse,15001
2020-09-30,Self,TT,Sale (Full),Sheldon Whitehouse,15001
2020-09-11,Spouse,AAPL,Sale (Partial),William Cassidy,1001
2020-09-14,Child,NFLX,Sale (Full),Ron L Wyden,1001
2020-09-14,Child,NFLX,Sale (Full),Ron L Wyden,1001
2020-09-23,Child,NFLX,Sale (Full),Ron L Wyden,1001
2020-09-24,Spouse,LDP,Purchase,Thomas R Carper,1001
2020-09-22,Spouse,LDP,Purchase,Thomas R Carper,1001
2020-09-22,Spouse,WIW,Purchase,Thomas R Carper,1001
2020-09-04,Spouse,BA,Sale (Full),Pat Roberts,15001
2020-09-04,Spouse,WMT,Sale (Full),Pat Roberts,1001
2020-09-17,Spouse,AAPL,Purchase,Pat Roberts,1001
2020-09-14,Spouse,NVDA,Purchase,Pat Roberts,15001
2020-09-11,Spouse,AAPL,Purchase,Pat Roberts,1001
2020-09-09,Spouse,AAPL,Purchase,Pat Roberts,15001
2020-09-04,Spouse,NVDA,Sale (Full),Pat Roberts,15001
2020-09-04,Spouse,NFLX,Purchase,Pat Roberts,50001
2020-09-04,Spouse,NVDA,Purchase,Pat Roberts,50001
2020-09-04,Spouse,NFLX,Sale (Full),Pat Roberts,50001
2020-09-04,Spouse,BYND,Sale (Full),Pat Roberts,1001
2020-09-04,Spouse,NVDA,Sale (Full),Pat Roberts,15001
2020-09-03,Spouse,AAPL,Purchase,Pat Roberts,15001
2020-09-02,Spouse,AAPL,Purchase,Pat Roberts,50001
2020-09-01,Spouse,TSLA,Sale (Full),Pat Roberts,50001
2020-09-04,Spouse,NVDA,Sale (Full),Pat Roberts,15001
2020-09-16,Spouse,W,Purchase,Pat Roberts,15001
2020-09-09,Spouse,AAPL,Purchase,Pat Roberts,15001
2020-09-09,Spouse,ZM,Purchase,Pat Roberts,15001
2020-09-04,Spouse,MSFT,Sale (Full),Pat Roberts,50001
2020-09-03,Spouse,MSFT,Purchase,Pat Roberts,15001
2020-09-03,Spouse,AAPL,Purchase,Pat Roberts,15001
2020-09-02,Spouse,W,Sale (Full),Ron L Wyden,50001
2020-09-02,Spouse,AAPL,Purchase,Ron L Wyden,50001
2020-09-01,Spouse,AMZN,Purchase,Ron L Wyden,15001
2020-08-27,Spouse,AAPL,Purchase,Ron L Wyden,50001
2020-08-27,Spouse,AMWD,Sale (Full),Ron L Wyden,1001
2020-08-26,Spouse,IRBT,Purchase,Ron L Wyden,1001
2020-08-25,Spouse,UPS,Purchase,Ron L Wyden,50001
2020-08-25,Spouse,FDX,Purchase,Ron L Wyden,15001
2020-08-24,Spouse,W,Purchase,Ron L Wyden,50001
2020-08-24,Spouse,SQ,Purchase,Ron L Wyden,15001
2020-08-24,Spouse,KR,Sale (Full),Ron L Wyden,50001
2020-08-24,Spouse,CLX,Sale (Full),Ron L Wyden,1001
2020-08-24,Spouse,AMWD,Purchase,Ron L Wyden,1001
2020-08-19,Spouse,SBUX,Sale (Partial),William Cassidy,1001
2020-08-19,Spouse,MSFT,Sale (Partial),William Cassidy,1001
2020-08-19,Spouse,LOW,Sale (Partial),William Cassidy,1001
2020-08-19,Spouse,IBM,Sale (Partial),William Cassidy,1001
2020-08-19,Spouse,DIS,Sale (Partial),William Cassidy,1001
2020-08-19,Spouse,CMCSA,Sale (Partial),William Cassidy,1001
2020-08-19,Spouse,CSCO,Sale (Partial),William Cassidy,1001
2020-08-19,Spouse,AAPL,Sale (Partial),William Cassidy,1001
2020-08-18,Spouse,VZ,Purchase,"Angus S King, Jr.",1001
2020-08-18,Spouse,SLB,Sale (Full),"Angus S King, Jr.",1001
2020-08-18,Spouse,XOM,Sale (Full),"Angus S King, Jr.",1001
2020-08-18,Spouse,COP,Sale (Full),"Angus S King, Jr.",1001
2020-09-02,Spouse,WFC,Purchase,"A. Mitchell Mcconnell, Jr.",1001
2020-08-28,Child,TSLA,Purchase,Patrick J Toomey,1001
2020-08-27,Child,AAPL,Purchase,Patrick J Toomey,1001
2020-08-21,Spouse,WFC,Sale (Full),"Jerry Moran,",1001
2020-08-21,Spouse,DIS,Sale (Full),"Jerry Moran,",1001
2020-08-21,Spouse,V,Sale (Full),"Jerry Moran,",1001
2020-08-21,Spouse,TXN,Sale (Full),"Jerry Moran,",1001
2020-08-21,Spouse,JPM,Sale (Full),"Jerry Moran,",1001
2020-08-21,Spouse,KO,Sale (Full),"Jerry Moran,",1001
2020-08-21,Spouse,AAPL,Sale (Partial),"Jerry Moran,",1001
2020-08-21,Spouse,ALL,Sale (Full),"Jerry Moran,",1001
2020-08-21,Spouse,ABBV,Sale (Full),"Jerry Moran,",1001
2020-08-21,Spouse,KR,Purchase,"Jerry Moran,",1001
2020-08-21,Spouse,CVX,Purchase,"Jerry Moran,",1001
2020-08-21,Spouse,BRK-B,Purchase,"Jerry Moran,",1001
2020-08-21,Self,WFC,Sale (Full),"Jerry Moran,",1001
2020-08-21,Self,DIS,Sale (Full),"Jerry Moran,",1001
2020-08-21,Self,V,Sale (Full),"Jerry Moran,",1001
2020-08-21,Self,TXN,Sale (Full),"Jerry Moran,",1001
2020-08-21,Self,RDS-B,Sale (Full),"Jerry Moran,",1001
2020-08-21,Self,OXY,Sale (Full),"Jerry Moran,",1001
2020-08-21,Self,MPC,Sale (Full),"Jerry Moran,",1001
2020-08-21,Self,JPM,Sale (Full),"Jerry Moran,",1001
2020-08-21,Self,COST,Sale (Partial),"Jerry Moran,",1001
2020-08-21,Self,KO,Sale (Full),"Jerry Moran,",1001
2020-08-21,Self,BRK-B,Sale (Partial),"Jerry Moran,",1001
2020-08-21,Self,AAPL,Sale (Partial),"Jerry Moran,",1001
2020-08-21,Self,ALL,Sale (Full),"Jerry Moran,",1001
2020-08-21,Self,ABBV,Sale (Full),"Jerry Moran,",1001
2020-08-21,Self,KR,Purchase,"Jerry Moran,",1001
2020-08-21,Self,USB,Purchase,"Jerry Moran,",1001
2020-08-21,Self,JNJ,Purchase,"Jerry Moran,",1001
2020-08-21,Self,INTC,Purchase,"Jerry Moran,",1001
2020-08-21,Self,GILD,Purchase,"Jerry Moran,",1001
2020-08-21,Self,CVS,Purchase,"Jerry Moran,",1001
2020-08-21,Self,CVX,Purchase,"Jerry Moran,",1001
2020-08-21,Self,BAC,Purchase,"Jerry Moran,",1001
2020-08-21,Spouse,LDP,Purchase,Thomas R Carper,1001
2020-08-21,Spouse,TCEHY,Sale (Partial),Thomas R Carper,1001
2020-08-21,Spouse,ARE,Sale (Partial),Thomas R Carper,1001
2020-08-21,Spouse,CONE,Sale (Partial),Thomas R Carper,1001
2020-08-06,Spouse,LDP,Purchase,Thomas R Carper,1001
2020-08-27,Spouse,AAPL,Sale (Full),Pat Roberts,50001
2020-08-05,Spouse,BA,Purchase,Pat Roberts,15001
2020-08-19,Spouse,WMT,Purchase,Pat Roberts,1001
2020-08-18,Spouse,GOLD,Purchase,Pat Roberts,1001
2020-08-18,Spouse,BBY,Purchase,Pat Roberts,1001
2020-08-18,Spouse,GLD,Purchase,Pat Roberts,15001
2020-08-17,Spouse,NVAX,Purchase,Pat Roberts,1001
2020-08-27,Spouse,AAPL,Sale (Full),Pat Roberts,50001
2020-08-03,Spouse,TSLA,Purchase,Pat Roberts,50001
2020-08-03,Spouse,AAPL,Purchase,Pat Roberts,50001
2020-07-31,Spouse,AAPL,Sale (Full),Pat Roberts,50001
2020-08-20,Child,NFLX,Purchase,Ron L Wyden,1001
2020-08-20,Child,NFLX,Purchase,Ron L Wyden,1001
2020-08-20,Child,NFLX,Purchase,Ron L Wyden,1001
2020-08-21,Spouse,NVDA,Purchase,Ron L Wyden,50001
2020-08-21,Spouse,UPS,Purchase,Ron L Wyden,50001
2020-08-21,Spouse,FDX,Purchase,Ron L Wyden,15001
2020-08-21,Spouse,SQ,Purchase,Ron L Wyden,15001
2020-08-21,Spouse,T,Sale (Full),Ron L Wyden,50001
2020-08-21,Spouse,XOM,Sale (Full),Ron L Wyden,15001
2020-08-19,Spouse,UPS,Purchase,Ron L Wyden,50001
2020-08-19,Spouse,NVDA,Purchase,Ron L Wyden,15001
2020-08-19,Spouse,KR,Purchase,Ron L Wyden,15001
2020-08-19,Spouse,FDX,Purchase,Ron L Wyden,15001
2020-08-18,Spouse,LOW,Purchase,Ron L Wyden,15001
2020-08-18,Spouse,DHI,Purchase,Ron L Wyden,15001
2020-08-17,Spouse,UPS,Purchase,Ron L Wyden,50001
2020-08-14,Spouse,UPS,Purchase,Ron L Wyden,15001
2020-08-14,Spouse,PSA,Purchase,Ron L Wyden,15001
2020-08-14,Spouse,FDX,Purchase,Ron L Wyden,15001
2020-08-11,Spouse,F,Purchase,Ron L Wyden,15001
