GVKEY,LINKTYPE,LPERMNO,LPERMCO,LINKDT,LINKENDDT,cusip
160776,LC,90090,44999,20040323,E,82669G104
160888,LC,90455,45879,20041119,E,609839105
160893,LC,90249,45380,20040730,E,29275Y102
160989,LC,90404,45712,20041028,20170228,12811R104
160991,LC,90373,45684,20041029,E,253868103
160997,LC,14133,54538,20130925,E,630087302
161013,LC,90301,45465,20040806,20160129,09063H107
161036,LC,13110,53934,20111118,20160930,57722W106
161040,LC,90833,47186,20050811,20160422,42235N108
161048,LC,90300,45464,20040812,E,024835100
161071,LC,90488,46009,20041213,20200731,878193200
161120,LC,90507,46026,20041216,E,55608B105
161844,LC,90505,46024,20041215,E,517834107
161853,LC,90600,46281,20050224,E,48716P108
161953,LC,90524,46095,20050126,20180928,28140H203
161966,LC,90401,45709,20041005,E,04010L103
162127,LC,90803,47009,20050722,E,209034107
162129,LC,90386,45695,20041025,E,61945C103
162146,LC,15506,55350,20150724,E,229050307
162160,LC,90790,47000,20050708,E,58463J304
162254,LC,90520,46091,20050121,E,150870103
162264,LC,90440,45869,20041130,E,640079109
162335,LC,90564,46162,20050210,E,74112D101
162354,LC,90550,46149,20050217,E,25659T107
162385,LC,90569,46169,20050216,E,96208T104
162386,LC,14247,54607,20131101,20191231,36257V105
162387,LC,90703,46689,20050505,E,Y8564M105
162401,LC,90558,46156,20050211,E,447011107
162404,LC,90734,46857,20050609,E,50187A107
162448,LC,90547,46145,20050215,20160729,02076X102
162449,LC,91500,51308,20061020,E,302081104
162557,LC,90711,46695,20050523,20191031,910304104
162559,LC,90701,46687,20050505,E,G54050102
162720,LC,90965,48768,20051103,E,Y62197119
162733,LC,90657,46553,20050429,20180831,92342Y109
162768,LC,90589,46271,20050203,20191031,Y2109Q705
162876,LC,91018,49994,20051202,20210930,218681104
162887,LC,90664,46559,20050414,E,252131107
162894,LC,89043,41819,20101106,E,226344208
162906,LC,90992,48792,20051111,20160712,G47567105
162906,LC,14704,54895,20160713,E,G47567105
162941,LC,12389,53566,20101105,20170324,89600B201
162957,LC,90849,47195,20050817,20150130,774415103
163036,LC,90720,46846,20050622,E,12008R107
163601,LC,90751,46874,20050629,20110525,23399O934
163610,LC,90993,48793,20051116,E,45866F104
163629,LC,90763,46886,20050629,20170807,64126X201
163669,LC,90786,46996,20050726,20161031,465685006
163692,LC,13015,53887,20110906,20180531,86388A108
163806,LC,12350,53535,20121003,20211104,64111R300
163822,LC,91729,51647,20070103,E,989696109
163847,LC,90652,46548,20050427,20131031,01882X108
163867,LC,14671,54871,20140528,20170929,861811107
163884,LC,90755,46878,20050602,E,35471R106
163887,LC,90791,47001,20050715,20200229,68572N104
163889,LC,90856,47203,20050805,E,04963C209
163893,LC,90867,47213,20050803,20150227,55402X105
163920,LC,90776,46890,20050630,E,957638109
163921,LC,90851,47199,20050818,20150202,96949L105
163921,LC,11003,53459,20150203,20180831,96949L105
163924,LC,15133,55149,20141212,E,G5005R107
163935,LC,90886,47429,20050929,E,37946R109
163946,LC,90829,47183,20050811,E,125269100
163963,LC,14184,54576,20131010,20211231,198287203
163983,LC,90775,46889,20050628,E,89469A104
164011,LC,90675,46665,20050526,E,092501105
164086,LC,90913,47451,20050930,E,G2143T103
164109,LC,91081,50200,20060113,20160523,53601P304
164189,LC,90762,46885,20050628,20191231,521076109
164211,LC,90744,46866,20050630,E,82706C108
164266,LC,91141,50473,20060315,20160930,58501N101
164296,LC,92778,47011,20080918,E,934423104
164296,LC,90805,47011,20050721,E,934423104
164408,LC,92227,52675,20070801,20160129,101405108
164416,LC,90971,48773,20051109,E,462726100
164471,LC,15113,55137,20141215,E,76131D103
164494,LC,91594,51433,20061121,E,848574109
164506,LC,90825,47179,20050817,E,00081T108
164532,LC,90857,47204,20050805,E,056752108
164534,LC,90853,47200,20050809,E,Y0436Q109
164557,LC,90870,47216,20050810,E,75524B104
164572,LC,90963,48766,20051118,E,03071H100
164585,LC,90940,47869,20051012,20160729,874083108
164612,LC,90957,47885,20051027,20190228,67072V103
164633,LC,91356,50861,20060623,E,436893200
164652,LC,90988,48786,20051122,E,112463104
164680,LC,92044,52296,20070529,20181130,48562P103
164688,LC,90839,47188,20050826,E,55608D101
164708,LC,90880,47422,20051003,E,03076C106
164755,LC,91090,50293,20060208,E,227046109
164756,LC,90987,48785,20051109,20180731,096627104
165051,LC,90978,48778,20051117,E,867652406
165052,LC,90979,48779,20051118,E,904311107
165052,LC,15980,48779,20160408,E,904311107
165123,LC,91547,51338,20061013,E,525327102
165215,LC,91488,51213,20060922,E,98973P101
165264,LC,90925,47864,20051018,E,31620R303
165358,LC,91075,50194,20060120,20181231,02916P103
165436,LC,90919,47859,20051027,E,128118106
165466,LC,91044,50018,20051202,E,23311P100
165649,LC,91111,50309,20060203,E,29273V100
165652,LC,91073,50192,20060119,20170601,959319104
165675,LC,91066,50032,20060103,20191231,92553P201
165675,LC,91063,50032,20060103,20191231,92553P201
165691,LC,91192,50604,20060406,20191031,148435100
165746,LC,91041,50016,20051222,E,538034109
165914,LC,91068,50184,20060126,E,169656105
165943,LC,91088,50292,20060203,20171212,252366109
165993,LC,89003,41673,20060201,E,31620M106
166005,LC,91603,51439,20061113,20181130,032359309
166061,LC,91100,50301,20060213,20150720,777779307
166213,LC,91095,50297,20060223,E,53635B107
166224,LC,13327,54030,20120301,20170929,66987G102
166363,LC,91263,50723,20060510,20180531,01861G100
166368,LC,91271,50729,20060511,E,20451Q104
166436,LC,91739,51657,20070112,20191213,524706108
166451,LC,91143,50474,20060308,20131112,629491101
166458,LC,91376,50950,20060721,20150227,04929Q102
166482,LC,91234,50701,20060526,E,624758108
166555,LC,91348,50854,20060602,E,02081G201
166563,LC,91215,50694,20060504,E,24665A103
166593,LC,91366,50870,20060615,E,87157B103
170297,LC,13509,54137,20120726,20160630,665826103
170335,LC,13377,54063,20120420,20210930,743424103
170360,LC,13749,54304,20130115,20180429,90299B932
170375,LC,13309,54015,20120307,20181231,81618T100
170384,LC,13956,54428,20130621,E,38046C109
170458,LC,13298,54011,20120329,20151030,60040N105
170520,LC,14707,54898,20140606,E,750469207
170527,LC,13188,53972,20120206,E,737446104
170555,LC,13319,54021,20120330,20210630,G37585109
170616,LC,13379,54064,20120419,E,848637104
170617,LC,13407,54084,20120518,E,30303M102
170627,LC,13349,54043,20120420,20160203,59804T407
170714,LC,14196,54580,20131002,E,292104106
170730,LC,14033,54467,20130711,E,68620A203
170748,LC,13432,54103,20120627,20200630,26885B100
170750,LC,13641,54222,20121012,E,25278X109
170761,LC,13315,54017,20120323,E,92763W103
170772,LC,13209,53982,20120224,20200531,
170781,LC,13204,53980,20120314,20160712,88829M105
170841,LC,13356,54048,20120501,E,718546104
170904,LC,13367,54055,20120419,20160801,89969Q104
170945,LC,13621,54207,20121019,E,74587V107
170966,LC,13296,54010,20120328,E,10537L104
171002,LC,13543,54157,20120803,E,379577208
171007,LC,13447,54109,20120629,E,81762P102
171023,LC,13380,54065,20120404,E,09259E108
171049,LC,13548,54162,20120808,E,094235108
171059,LC,13337,54037,20120412,E,34984V209
171067,LC,13511,54139,20120720,E,697435105
171139,LC,13691,54267,20121102,20200131,84130C100
171141,LC,13527,54146,20120719,E,33829M101
171153,LC,13357,54049,20120426,E,69346H100
174024,LC,91208,50617,20060410,E,91232N207
174053,LC,91393,50966,20060712,20170831,H01531104
174077,LC,91463,51198,20060922,E,204166102
174118,LC,91371,50874,20060615,20150227,928645100
174147,LC,91277,41998,20060510,E,74915M100
174222,LC,12914,53843,20110727,20201231,265504100
174310,LC,91579,51426,20061116,E,48242W106
174313,LC,91514,51319,20061003,20191031,52471Y106
174317,LC,91485,51210,20060921,20150424,768573107
174490,LC,91391,50964,20060718,20200930,97382A309
174531,LC,93354,53397,20100422,20181130,60671Q104
174541,LC,91432,51110,20060816,20201030,45773Y105
174567,LC,91614,51450,20061102,20200228,45774N108
174637,LC,91468,51205,20060928,E,44925C103
174656,LC,91494,51302,20061004,20180406,106776107
174729,LC,91392,50965,20060801,E,894164102
174744,LC,91413,51094,20060811,E,29977A105
174876,LC,85208,15564,20060621,20160226,82966C103
175006,LC,91489,51200,20060927,20180604,41755V201
175007,LC,91659,51547,20061208,E,01748X102
175055,LC,91355,50860,20060629,E,431466101
175110,LC,91426,51105,20060808,20200331,G0129K104
175111,LC,91493,51301,20061013,20130331,004764106
175130,LC,91397,50970,20060720,20161031,168565109
175157,LC,91499,51307,20061025,20151030,26985R104
175163,LC,91487,51212,20060921,20130930,G94368100
175263,LC,91461,51196,20061002,E,959802109
175319,LC,91416,51096,20060906,E,410345102
175376,LC,91486,51211,20060929,20190930,82568P304
175404,LC,91611,51447,20061117,E,336433107
175442,LC,91457,51191,20060907,E,647581206
175490,LC,91615,51451,20061110,E,98585K862
175510,LC,89194,42284,20110311,20140331,693665101
175518,LC,91829,51816,20070227,E,M82183209
175533,LC,88434,37929,20060913,E,45665G303
175686,LC,92773,53076,20080820,E,74164F103
175688,LC,91600,51436,20061109,20170929,G67742109
175689,LC,91516,51321,20061018,E,04247X102
175900,LC,91683,51568,20061117,E,79546E104
175955,LC,91668,51555,20061213,E,44980X109
175982,LC,91607,51443,20061109,E,136635109
176022,LC,91571,51421,20061115,E,29089Q105
176092,LC,91602,51437,20061121,E,N00985106
176142,LC,91570,51420,20061128,E,27828N102
176247,LC,91658,51546,20061215,E,02208R106
176259,LC,91656,51544,20061214,20200131,Y8565J101
176260,LC,91673,51560,20061219,E,585464100
176282,LC,91650,51539,20070103,20170331,847560109
176333,LC,91629,51528,20061222,E,092508100
176343,LC,92035,52287,20070525,E,184499101
176362,LC,91733,51651,20070123,E,008073108
176363,LC,91821,51810,20070208,20200430,M51363113
176404,LC,91883,51978,20070301,20160517,88732J207
176559,LC,91684,51632,20070126,E,00326L100
176592,LC,91692,51638,20070131,20190731,40418F108
176637,LC,92945,53164,20090612,20180731,12673A108
176659,LC,91823,51812,20070209,20160216,87611X105
176701,LC,92043,52295,20070504,E,45841N107
176725,LC,91834,51821,20070215,E,06759L103
176760,LC,91854,51966,20070307,20211130,257559203
176766,LC,91968,52142,20070423,E,87240R107
176793,LC,91749,51787,20070223,E,27829F108
176861,LC,91965,52139,20070426,20190531,686164302
176899,LC,92421,52847,20071106,20160106,80007P869
176914,LC,91850,51963,20070321,E,16411Q101
176928,LC,91849,51962,20070402,E,11133T103
177088,LC,92108,52388,20070622,E,09260D107
177099,LC,92210,52553,20070725,20191031,61022P100
177108,LC,91915,52115,20070424,E,17243V102
177124,LC,92255,52701,20070807,20131007,226378107
177124,LC,13123,53940,20131008,20150930,226378107
177127,LC,92207,52551,20070703,20170929,825211105
177216,LC,91966,52140,20070419,E,708062104
177225,LC,92034,52286,20070502,20180731,14964U108
177227,LC,92050,52301,20070515,E,45784P101
177255,LC,92010,52268,20070511,20211130,46629U107
177257,LC,92095,52376,20070607,E,45667G103
177264,LC,92156,52417,20070702,20150126,G2554F113
177267,LC,92157,52418,20070702,E,H84989104
177279,LC,91914,52113,20070426,E,00302L108
177287,LC,92096,52377,20070601,E,G50871105
177303,LC,93382,53411,20100514,20151125,65542W206
177376,LC,92121,52396,20070702,E,254709108
177405,LC,91976,52248,20070510,20150309,44862P109
177429,LC,92021,52279,20070511,20160303,83421A104
177533,LC,91978,52250,20070525,E,092524107
177644,LC,92123,52398,20070629,E,36246K103
177739,LC,92144,52410,20070627,20181231,84756N109
177744,LC,92143,52408,20070628,E,74346Y103
177782,LC,92090,52370,20070627,E,092533108
177871,LC,92229,52677,20070803,20210226,92827P102
177881,LC,92220,52669,20070808,E,574795100
177884,LC,92239,52684,20070803,20210129,20605P101
177925,LC,92188,52535,20070801,20200529,92927K102
177930,LC,92296,52766,20070920,20190228,04685W103
177945,LC,92206,52550,20110516,E,09625U109
177945,LC,92206,52550,20070718,20090219,09625U109
177953,LC,92183,52529,20070720,20150930,68557K109
177983,LC,92261,52708,20070802,E,G3922B107
177996,LC,92191,52537,20070731,20180731,G9319H102
178015,LC,92203,52547,20070730,E,550021109
178081,LC,92221,52670,20070810,E,58733R102
178083,LC,92257,52705,20070814,E,928563402
178106,LC,92258,52706,20070809,20151231,929352102
178201,LC,93071,53239,20091028,20191231,92849E101
178310,LC,92293,52762,20071001,E,88076W103
178371,LC,92684,53025,20080506,E,G5753U112
178405,LC,92263,52746,20070927,20210831,34407D109
178493,LC,92302,52772,20071003,20160209,210313102
178507,LC,92402,52840,20071115,E,55354G100
178519,LC,12400,53576,20101118,E,50212V100
178529,LC,92309,52778,20071005,E,56035L104
178552,LC,92379,52821,20071010,E,G8766E109
178610,LC,92331,52798,20071019,20170929,26613Q106
178672,LC,92326,52793,20071023,E,12662P108
178684,LC,92375,52818,20170801,20170802,39869R405
178684,LC,92375,52818,20071024,20170731,39869R405
178704,LC,92322,52788,20071025,E,90384S303
178767,LC,92454,52872,20071102,20170228,45825N107
178798,LC,92429,52855,20071108,20191111,03834A103
178806,LC,92400,52839,20071109,E,55003T107
178811,LC,92620,52992,20080425,20160729,41902R103
178814,LC,92405,52843,20071114,E,811246107
178828,LC,92477,52831,20071203,20091108,29365R108
178846,LC,92389,52830,20071115,20130531,292756202
178851,LC,92395,52837,20071120,20160119,67091K302
178862,LC,92385,52825,20071116,E,16934Q208
178863,LC,92388,52829,20071116,20141128,283702108
178870,LC,12906,53837,20110727,20200131,78470V108
178877,LC,92426,52852,20071113,E,Y62267409
178943,LC,92460,52878,20071207,20150430,29384R105
178973,LC,92471,52889,20071206,E,88830R101
178974,LC,92515,52912,20071206,20160630,92934F203
178976,LC,92493,52898,20071213,E,86333M108
179077,LC,92478,52892,20071231,20171005,346232101
179094,LC,13524,54143,20120727,20190930,245077102
179202,LC,92469,52887,20080102,E,278768106
179216,LC,92550,52942,20080131,E,G16252101
179288,LC,92528,52924,20080211,E,235050101
179298,LC,92523,52920,20080123,20211130,58958U103
179299,LC,92527,52923,20080125,20151120,44984A105
179437,LC,92614,52985,20080423,E,030420103
179442,LC,92596,52958,20080320,20090929,36172H108
179534,LC,92611,52983,20080319,E,92826C839
179577,LC,92648,53008,20080508,E,194014502
179621,LC,92602,52978,20080331,E,718172109
179657,LC,92597,52975,20080401,E,431571108
179666,LC,92984,53185,20090701,20200831,54142L109
179690,LC,92931,53152,20090520,20160205,83417Q204
179700,LC,92618,52990,20080507,20180731,26138E109
179738,LC,92753,53059,20080702,E,29270J100
179741,LC,11990,53463,20100715,E,48251W104
179782,LC,93031,53213,20090928,20190228,76116A306
179831,LC,92672,53018,20080509,20190228,958254104
179841,LC,93345,53389,20100422,E,192005106
179843,LC,92621,52993,20080422,E,46121Y201
179889,LC,92680,53021,20080515,E,00123Q104
179925,LC,92765,53068,20080808,20161103,750086100
180029,LC,92924,53145,20090514,20171005,25389M877
180083,LC,92852,53106,20081120,E,38526M106
180167,LC,92709,53039,20080701,20180329,811065101
180229,LC,93065,53234,20091008,E,60649T107
180272,LC,92697,53037,20080703,20140102,09215C105
180272,LC,16917,56055,20171002,E,09215C105
180395,LC,92772,53075,20080821,20180831,44967H101
180402,LC,92771,53074,20080821,20171231,404303109
180405,LC,79678,12499,20080710,E,00507V109
180423,LC,92775,53077,20080821,E,52603B107
180466,LC,92729,53050,20080801,E,477839104
180474,LC,13305,54014,20120329,E,98983L108
180483,LC,13604,54198,20121004,E,08579W103
180562,LC,93384,53413,20100513,E,76973Q204
180646,LC,92782,53082,20080909,E,55405W104
180652,LC,93089,53256,20091007,E,92345Y106
180690,LC,92986,53186,20090730,E,G7415M124
180711,LC,93002,53196,20090806,E,11135F101
180833,LC,92890,53121,20090211,20170614,582839106
181104,LC,87078,16666,20081013,E,01988P108
181290,LC,92808,53096,20081017,E,25381B101
181745,LC,12871,53823,20110615,E,12637A103
181931,LC,92854,53108,20081217,E,18538R103
181989,LC,13253,53989,20120201,E,90346E103
182308,LC,92940,53159,20090625,20191031,58471A105
182701,LC,92948,53166,20090603,E,67623C109
182788,LC,85909,32075,20090420,20181106,25501G105
183139,LC,75754,10181,20140311,E,46520M204
183257,LC,92988,53189,20090901,20150331,14170T101
183283,LC,93073,53242,20091028,E,006739106
183352,LC,93124,53278,20091105,20121231,032803108
183366,LC,93098,53266,20091105,E,448579102
183377,LC,93132,53286,20091118,E,34959E109
183388,LC,92999,53194,20090812,E,85571B105
183528,LC,12451,53612,20101215,20200731,36268W100
183581,LC,93174,53300,20091211,E,48238T109
183602,LC,14262,54619,20131025,E,83587F202
183603,LC,14686,54879,20170111,E,25401T603
183603,LC,93018,53208,20090924,20170110,25401T603
183606,LC,93014,53205,20090924,E,03762U105
183640,LC,92596,52958,20091001,E,46269C102
183640,LC,92596,52958,20090930,20090930,46269C102
183684,LC,93185,53307,20091216,20170228,87817A107
183736,LC,93246,53339,20100211,E,368736104
183780,LC,93070,53238,20091029,E,90187B408
183791,LC,93094,53261,20091209,E,15135U109
183822,LC,92477,52831,20091109,E,042315507
183830,LC,93178,53304,20091209,E,70509V100
183833,LC,93261,53344,20100210,E,88146M101
183920,LC,93091,53258,20091211,20150622,00184X105
183942,LC,93296,53361,20100311,E,G8060N102
183974,LC,93356,53399,20100422,E,78463M107
184009,LC,93305,53369,20100316,20180718,317485100
184035,LC,12384,53563,20101111,20191231,81663A105
184040,LC,93152,53294,20091216,20180411,19075F304
184157,LC,93233,53332,20100210,20210730,553573106
184167,LC,93304,53368,20100324,E,32055Y201
184254,LC,12591,53688,20110330,E,03769M106
184256,LC,93264,53347,20100203,E,46333X108
184321,LC,11003,53459,20100729,20150202,00434L109
184323,LC,93373,53406,20100513,E,30219E103
184345,LC,18553,56700,20190416,E,07373B109
184392,LC,11664,53462,20100722,E,39304D102
184442,LC,93420,53438,20201120,20201130,674215207
184442,LC,93420,53438,20201101,20201119,674215207
184442,LC,93420,53438,20100617,20201031,674215207
184500,LC,93429,53447,20100615,E,12503M108
184514,LC,93428,53446,20100616,20180228,11133B409
184551,LC,93289,53359,20100324,E,57776J100
184576,LC,11370,53461,20100729,E,29404K106
184603,LC,12026,53476,20100716,20160831,74733T105
184689,LC,93352,53395,20100415,E,38173M102
184700,LC,12449,53610,20101215,E,339041105
184715,LC,12924,53852,20110727,20170731,87582Y108
184725,LC,12084,53494,20100806,E,N6596X109
184748,LC,12009,53467,20100706,E,747301109
184797,LC,12089,53497,20100812,20210430,75606N109
184807,LC,12410,53583,20101105,20160429,35804H106
184899,LC,93374,53407,20100602,E,31847R102
184957,LC,15914,55512,20160107,E,98138J206
184996,LC,93436,53453,20100629,E,88160R101
185018,LC,93419,53437,20100624,E,444097109
185058,LC,12587,53686,20110203,20151001,N87237108
185112,LC,12374,53557,20101111,20210430,45772F107
185119,LC,12356,53540,20101001,20190628,493723100
185177,LC,12093,53500,20100923,20211231,21870Q105
185195,LC,12363,53546,20101021,E,92335C106
185229,LC,10220,53456,20100802,E,05605H100
185315,LC,12015,53470,20100728,E,89148B200
185318,LC,12473,53620,20101216,20170910,87074U101
185334,LC,13818,54346,20130328,20181031,72348P104
185339,LC,12681,53717,20110415,E,85254J102
185345,LC,12668,53714,20110401,E,74039L103
185355,LC,12919,53846,20110728,E,G46188101
185375,LC,13837,54361,20130412,E,30040P103
185428,LC,12575,53675,20110204,20181231,29269A102
185484,LC,12103,53503,20100930,E,33738E109
185532,LC,12476,53621,20101207,E,87612G101
185549,LC,12513,53645,20110113,E,024013104
185585,LC,12747,53755,20110520,E,647551100
185593,LC,12341,53529,20101027,E,95768B107
185618,LC,90092,29931,20101116,E,78573L106
185620,LC,12350,53535,20101022,20121002,G19867103
185624,LC,12796,53776,20110531,E,848577102
185645,LC,12660,53710,20110401,20201031,36191G107
185654,LC,12464,53617,20101217,20141128,74734R108
185659,LC,13693,54269,20121108,E,04962H506
185769,LC,12405,53580,20101103,20181231,M9068E105
185770,LC,12391,53568,20101104,E,Y1771G102
185775,LC,12326,53519,20101022,E,003263100
185797,LC,12373,53556,20101110,E,44267D107
185821,LC,12355,53539,20101029,E,44045A102
185824,LC,12515,53647,20110128,E,06652K103
185836,LC,12583,53682,20110203,E,695127100
185837,LC,12365,53549,20101117,20201130,091727107
185881,LC,12366,53550,20101117,E,099502106
185921,LC,12494,53632,20101215,20210528,766582100
186159,LC,13410,54087,20120501,E,868459108
186206,LC,12683,53719,20110420,20190731,03350F106
186278,LC,12641,53705,20110419,E,00912X302
186279,LC,12528,53653,20110120,E,71742W103
186288,LC,12798,53779,20110504,20210630,09739C102
186308,LC,12795,53775,20110504,20180629,74972G103
186310,LC,12623,53697,20110331,E,446413106
186331,LC,12516,53648,20110127,E,09257D102
186336,LC,12894,53830,20110729,20160720,12674R100
186342,LC,12742,53751,20110519,20161207,53578A108
186360,LC,12783,53763,20110505,E,88362T103
186392,LC,13860,54366,20130430,E,81282V100
186428,LC,13384,54068,20120503,20170630,29977G102
186472,LC,12679,53715,20110407,E,
186501,LC,12745,53753,20110512,E,62913M107
186520,LC,12873,53811,20110615,20190131,698354107
186556,LC,12543,53657,20110224,E,037636107
186557,LC,12560,53669,20110228,20200529,67074U103
186671,LC,12828,53803,20110630,E,001228501
186715,LC,12797,53777,20110527,20180131,88105A106
186717,LC,12636,53700,20110330,20160729,74734M109
186783,LC,13003,53881,20110907,20211130,92339V308
186785,LC,12684,53720,20110429,E,G0457F107
186817,LC,12593,53690,20110329,E,09257A108
186836,LC,12689,53723,20110408,20210430,Y2745C102
186858,LC,14329,54666,20131212,E,03852U106
186955,LC,12645,53707,20110415,20190430,28849P100
186960,LC,12913,53842,20110728,E,163086101
186989,LC,12872,53810,20110623,E,56585A102
187039,LC,15546,53853,20180101,E,98954M200
187039,LC,15546,53853,20150817,20171231,98954M200
187105,LC,13400,54079,20120510,20190830,930427109
187118,LC,12799,53780,20110524,E,N97284108
187119,LC,12907,53838,20110728,20121231,87819P102
187128,LC,13141,53947,20120103,20210129,98212B103
187319,LC,12957,53865,20110811,20211231,
187363,LC,13108,53932,20111104,E,399473206
187405,LC,12839,53805,20110610,E,18469P209
187406,LC,12880,53816,20110616,E,00164V103
187450,LC,13323,54026,20120330,E,29355A107
187462,LC,13046,53901,20111014,E,90353W103
187483,LC,12885,53821,20110621,E,316500107
187490,LC,13080,53919,20111109,20190131,45321L100
187491,LC,13352,54046,20120412,20190930,674001201
187550,LC,14715,54908,20140613,E,04523Y105
187576,LC,13169,53965,20111216,E,98986T108
187607,LC,13819,54347,20130313,20180131,82817Q103
187690,LC,13439,54106,20120606,E,42225P501
187694,LC,12895,53831,20110727,E,26433C105
187696,LC,13249,53988,20120224,E,743713109
187697,LC,13210,53983,20120208,E,29414B104
187698,LC,13116,53938,20111215,E,17888H103
187709,LC,14228,54592,20131025,E,849343108
187739,LC,13316,54018,20120328,E,92857F107
187740,LC,13326,54029,20120315,E,55405Y100
187775,LC,13520,54141,20120724,E,171604101
187812,LC,13244,53987,20120202,E,576485205
187814,LC,13133,53942,20111209,20160930,777149105
187958,LC,13123,53940,20111216,20131007,45671U106
187962,LC,12946,53862,20110826,20200331,11273Q109
188255,LC,12981,53876,20111004,E,34964C106
189459,LC,13405,54082,20120503,E,14316J108
189490,LC,13018,53890,20111101,20150528,30162A108
189491,LC,13035,53896,20111101,E,98419M100
189516,LC,13332,54035,20120426,E,04013V108
189567,LC,13084,53922,20111118,E,56382Q102
189579,LC,18735,56774,20190620,E,39874R101
190355,LC,10966,8839,20130809,E,05463X106
190455,LC,13181,53970,20120125,E,40171V100
191255,LC,13085,53923,20111122,E,57164Y107
191355,LC,13034,53894,20111027,E,89148H207
192255,LC,13105,53929,20111101,E,00404A109
192458,LC,14471,54747,20140212,20160930,87482X101
194456,LC,13077,53916,20111111,E,
194755,LC,13163,53962,20170501,20170505,03212B103
194755,LC,13163,53962,20111209,20170430,03212B103
194956,LC,13314,54016,20120322,20190731,981558109
196159,LC,13730,54291,20121213,E,69318G106
196160,LC,13977,54385,20130610,20180207,09072Q106
196268,LC,13318,54020,20120302,E,985817105
196855,LC,13294,54009,20120322,20130731,30064K105
198058,LC,13142,53948,20111215,E,G1890L107
199356,LC,13168,53964,20111221,E,896945201
199456,LC,13250,27638,20120208,20151231,779268101
201140,LU,85254,32018,20131101,E,02319V103
201140,LU,85254,32018,19980430,20131031,02319V103
201140,LU,85254,32018,19980401,19980429,02319V103
201140,LU,85254,32018,19970604,19980331,02319V103
201395,LC,85442,32125,19971008,E,874039100
201792,LC,92802,53091,20081031,E,15234Q207
203480,LC,83604,31668,19960627,E,78440P306
203890,LC,90346,45540,20040927,E,876568502
205692,LC,89454,43333,20020711,20190131,752344309
205874,LC,89403,43155,20020510,E,20441A102
208057,LC,85602,32143,19971114,E,20440W105
209382,LC,89330,37665,20020322,E,91912E105
210418,LC,88953,41444,20010406,E,000375204
211009,LU,86776,16435,19990311,E,456788108
211819,LC,87280,36350,19991007,E,636274409
212340,LU,85888,16024,19980327,20190131,82481R106
212782,LC,83987,31733,19961001,E,358029106
213288,LC,88392,37901,20000721,E,29082A107
213412,LC,88659,39129,20001002,E,00215W100
219806,LC,87662,36956,20000328,20020502,45199X905
220211,LC,14919,55019,20140924,E,M53213100
220546,LC,89016,41691,20010618,E,29446M102
220940,LC,85425,32109,19971021,E,684060106
222111,LC,88490,38393,20000810,E,71654V408
222357,LC,92118,42124,20070612,E,204409601
222638,LC,12972,34922,20110809,20201012,88706T108
223148,LC,87662,36956,20020503,E,45104G104
223911,LC,89335,42920,20020301,20210331,62942M201
241216,LC,88822,41009,20001113,E,87160A100
241637,LC,93013,53204,20090916,E,03524A108
245207,LC,18839,56829,20190718,E,372303206
247881,LC,13926,54411,20130502,20210528,36197T103
248136,LC,91582,51429,20061108,E,60687Y109
249158,LC,89618,43784,20021212,E,G9456A100
252819,LC,89856,44403,20030929,E,981064108
252940,LC,75811,22107,20010402,E,606822104
258869,LC,13748,54303,20140731,E,87265H109
260774,LC,90199,45270,20040610,E,12504L109
260778,LC,90272,45394,20040707,20200131,94946T106
260846,LC,90041,44898,20040225,E,41013V100
260850,LC,90050,44908,20040225,E,50208A102
260853,LC,90057,44918,20040225,E,95766R104
260893,LC,90276,45417,20040722,E,09227Q100
264265,LC,90178,45191,20040528,E,02043Q107
264385,LC,90188,45197,20040513,E,670704105
264387,LC,90179,45192,20040527,E,03475V101
264397,LC,92457,52875,20071211,20210630,G1991C105
264414,LC,90233,45305,20040622,20201030,60877T100
264645,LC,90063,44968,20040326,E,128125101
264708,LC,90200,45272,20040625,20170925,126804301
266214,LC,90303,45467,20040813,E,19247A100
266257,LC,90121,45078,20040406,E,03761U502
266315,LC,90307,45471,20040811,E,49803T300
268208,LC,17200,54204,20171211,E,G5698W116
272961,LC,16850,56026,20170901,E,594837403
273726,LC,93338,53385,20180703,20200619,G7997W102
273726,LC,93338,53385,20180701,20180702,G7997W102
273726,LC,93338,53385,20100415,20180630,G7997W102
277376,LC,12507,53642,20110128,20180430,G93285107
277812,LC,12886,53822,20110602,E,398438408
282189,LC,92215,52665,20070801,20160422,G10082140
286017,LC,13933,54416,20130528,20181231,57886P103
287252,LC,14075,54498,20130809,E,60688N102
287462,LC,12615,53694,20110323,E,36116M106
287882,LC,92793,53084,20080918,E,279158109
293884,LC,12541,53655,20110128,20200331,N47279109
294524,LC,12345,53531,20101014,E,N53745100
295786,LC,14144,54547,20131001,E,N20944109
295786,LC,14144,54547,20130930,20130930,N20944109
296318,LC,13013,53885,20111006,20181231,G66964118
296753,LC,13255,53991,20120202,20170929,N07831105
297209,LC,13104,53928,20111111,20170912,L7257P205
312009,LC,89139,42008,20151231,E,G3682E192
312079,LC,15002,55071,20141022,E,23306J101
315318,LC,14406,54703,20140123,E,28618M106
316056,LC,14297,54641,20131202,E,G0176J109
318728,LC,16496,55804,20161209,20211231,G0684D107
328795,LC,18144,56541,20181101,E,039653100
